"Major","ComplexType","ComplexDescr","NbrBldgs","NbrStories","NbrUnits","AvgUnitSize","LandPerUnit","ProjectLocation","ProjectAppeal","PcntWithView","ConstrClass","BldgQuality","Condition","YrBuilt","EffYr","PcntComplete","Elevators","SectySystem","Fireplace","Laundry","AptConversion","CondoLandType","Address","BuildingNumber","Fraction","DirectionPrefix","StreetName","StreetType","DirectionSuffix","ZipCode"
"025330","1","TOWNHOUSES","3","3","18","1580","2209","3","3","0","4","4","3","2001","2001","100","N","N","Y","2","N","1","17900     NE 90TH                      ST      98052","17900","   ","NE","90TH                     ","ST  ","  ","98052"
"025460","3"," ","1","7","1","0","0","3","3","0","1","4","0","1989","1989","100","N","Y"," ","0","Y","0","2505         2ND                       AVE     98121","2505 ","   ","  ","2ND                      ","AVE ","  ","98121"
"025530","1","TOWNHOUSES","2","2","8","979","1534","4","4","0","4","4","4","1988","1988","100","N","N","Y","2","N","1","616          29TH                      AVE  E  98112","616  ","   ","  ","29TH                     ","AVE ","E ","98112"
"025535","2"," ","5","2","10","1262","4868","4","4","0","4","5","4","2001","2016","100","N","N","Y","2"," ","1","21511        12TH                      AVE  S  98198","21511","   ","  ","12TH                     ","AVE ","S ","98198"
"025561","1","2 DETACHED CONDO UNITS","2","2","2","2574","7710","3","3","0","4","5","3","2017","2017","100","N","N","Y","2","N","1","19808        8TH                       AVE  NW ","19808","   ","  ","8TH                      ","AVE ","NW",""
"025562","0","","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","     ","   ","","                         ","","",""
"026280","1","3 FLAT UNITS","1","3","3","1310","3357","5","4","0","4","6","4","1979","1999","100","N","N","Y","2","Y","1","3021         ALKI                      AVE  SW 98116","3021 ","   ","  ","ALKI                     ","AVE ","SW","98116"
"026770","1","48 FLAT UNITS","3","3","48","780","1260","4","3","0","4","4","3","1959","2002","100","N","N","N","2","Y","1","130          105TH                     AVE  SE 98004","130  ","   ","  ","105TH                    ","AVE ","SE","98004"
"029008","1","2 townhouse and 11 detached condomium ","12","3","13","2015","3461","3","3","0","4","6","3","2017","2017","100","N","N","Y","2","N","1","14123        74TH                      CT   NE 98034","14123","   ","  ","74TH                     ","CT  ","NE","98034"
"029010","1","Brick apt conversion","1","2","9","650","667","4","3","0","3","4","5","1927","2003","100","N","Y","N","1","Y","1","735          FEDERAL                   AVE  E  98102","735  ","   ","  ","FEDERAL                  ","AVE ","E ","98102"
"029015","5","","1","4","57","841","410","3","3","0","4","5","3","2013","2013","100","Y","Y"," ","2"," ","1","2915         RAINIER                   AVE  S  ","2915 ","   ","  ","RAINIER                  ","AVE ","S ",""
"025515","5","133 Unit Apartment","1","7","133","662","0","3","4","0","4","5","3","2017","2017","100","Y","Y","N","2","N","1","4750         15TH                      AVE  NE 98105","4750 ","   ","  ","15TH                     ","AVE ","NE","98105"
"025520","1","Townhouses","16","2","26","1434","2208","4","4","0","4","5","4","2007","2007","100","N","N","Y","2","N","1","1782         10TH                      AVE  NE ","1782 ","   ","  ","10TH                     ","AVE ","NE",""
"025550","1","60 UNIT CONDOMINIUM","2","3","60","1337","980","4","3","0","4","5","4","1998","1998","100","Y","Y","Y","2","N","1","1805         134TH                     AVE  SE 98005","1805 ","   ","  ","134TH                    ","AVE ","SE","98005"
"025560","1","FLATS","1","5","60","677","412","3","3","0","4","5","4","1980","1980","100","Y","Y","Y","2","N","1","511       E  ROY                       ST      98102","511  ","   ","E ","ROY                      ","ST  ","  ","98102"
"025890","1","DET SFR - 15 UNIT CONDO","15","2","15","3469","1425","3","4","26","4","6","3","2017","2017","100","N","N","Y","2","N","1","20037        10TH                      AVE  NW ","20037","   ","  ","10TH                     ","AVE ","NW",""
"026800","1","85 UNIT CONDO","9","3","85","997","2251","3","3","0","4","4","4","1978","1988","100","Y","N","Y","2","N","1","14555     NE 40TH                      ST      98007","14555","   ","NE","40TH                     ","ST  ","  ","98007"
"026980","1","1 Unit Penthouse","1","5","1","9732","3553","2","3","0","2","5","3","2004","2004","100","Y","Y","N","2","N","1","2015         TERRY                     AVE     ","2015 ","   ","  ","TERRY                    ","AVE ","  ",""
"027950","1","FLATS & TOWNHOUSES","5","3","130","960","1954","3","4","0","4","4","4","1987","2007","100","N","N","Y","2","Y","1","700          FRONT                     ST   S  98027","700  ","   ","  ","FRONT                    ","ST  ","S ","98027"
"029330","1","FLATS","1","4","32","1178","1217","4","3","0","4","4","4","1988","1999","100","Y","Y","Y","2","N","1","200          99TH                      AVE  NE 98004","200  ","   ","  ","99TH                     ","AVE ","NE","98004"
"029368","1","24 UNIT CONDO","1","4","24","559","329","3","3","0","4","4","4","1988","2006","100","Y","Y","Y","2","Y","1","7600         GREENWOOD                 AVE  N  98103","7600 ","   ","  ","GREENWOOD                ","AVE ","N ","98103"
"029378","1","48 Townhome Units","10","2","48","1604","2417","3","3","0","4","5","4","1999","1999","100","N","Y","Y","2","N","1","11801     SE 4TH                       PL      98005","11801","   ","SE","4TH                      ","PL  ","  ","98005"
"029400","1","FLATS & TOWNHOUSES","1","3","9","958","970","4","3","0","4","4","4","1983","1995","100","N","Y","Y","2","N","1","2746         60TH                      AVE  SW 98116","2746 ","   ","  ","60TH                     ","AVE ","SW","98116"
"029420","4","91 RES UNITS + 2 COML UNITS","1","7","93","636","232","3","4","9","4","5","3","1999","2007","100","Y","Y"," ","2","Y","1","323          QUEEN ANNE                AVE  N  98109","323  ","   ","  ","QUEEN ANNE               ","AVE ","N ","98109"
"029990","2","27 UNIT APTS","1","4","27","1024","666","3","3","38","4","5","3","1978","2000","100","N","Y","Y","2","N","1","1251         TAYLOR                    AVE  N  98109","1251 ","   ","  ","TAYLOR                   ","AVE ","N ","98109"
"030040","3"," ","1","1","46","1307","0","0","0","0","5","4","3","2003","2003","100"," "," "," ","0"," ","0","2301         E                         ST   NE 98002","2301 ","   ","  ","E                        ","ST  ","NE","98002"
"030055","3","","1","1","3","3035","14500","3","4","0","4","4","3","1990","2000","100"," "," "," ","0"," ","1","1340         8TH                       ST   NE ","1340 ","   ","  ","8TH                      ","ST  ","NE",""
"030130","3"," ","0","1","10","1181","0","0","0","0","5","4","0","2003","2003","0"," "," "," ","0"," ","0","2301         E                         ST   NE ","2301 ","   ","  ","E                        ","ST  ","NE",""
"030356","2","Cedar Ridge Townhouses","12","2","40","1090","2897","3","3","0","4","4","3","1980","2000","100","N","N","Y","2","Y","1","526          37TH                      ST   SE 98002","526  ","   ","  ","37TH                     ","ST  ","SE","98002"
"032280","2"," ","1","8","93","629","298","3","4","0","4","5","4","1991","2013","100","Y","Y","N","2","N","1","1401         BOREN                     AVE     98101","1401 ","   ","  ","BOREN                    ","AVE ","  ","98101"
"032430","1","141 Unit Residential","1","26","141","1352","250","3","4","35","1","7","3","2024","2024","100","Y","Y","N","2","Y","3","838          103RD                     AVE  NE 98004","838  ","   ","  ","103RD                    ","AVE ","NE","98004"
"032680","10","SFR+AADU Cottages (Habitat for Humanity)","13","2","26","902","1173","4","3","0","4","4","3","2024","2024","41","N","N","N","2","N","1","711       S  DIRECTOR                  ST      ","711  ","   ","S ","DIRECTOR                 ","ST  ","  ",""
"033500","1","Townhouse Condominiums - 49 Units","9","3","49","1612","2316","3","4","0","4","5","3","2017","2017","100","N","N","Y","2","N","1","1543         139TH                     CT   NE ","1543 ","   ","  ","139TH                    ","CT  ","NE",""
"033955","3","","0","0","0","1","0","0","0","0","0","0","0","0","0","0"," "," "," ","0"," ","0","17530     NE UNION HILL                RD      ","17530","   ","NE","UNION HILL               ","RD  ","  ",""
"034871","3"," ","1","1","2","8775","0","3","3","0","2","6","0","1983","1983","100","N","N"," ","0","N","0","12509        130TH                     LN   NE 98034","12509","   ","  ","130TH                    ","LN  ","NE","98034"
"037980","1","19 UNIT CONDO","1","4","19","830","789","3","3","0","4","4","4","1980","2000","100","Y","Y","Y","2","N","1","1743      NW 57TH                      ST      98107","1743 ","   ","NW","57TH                     ","ST  ","  ","98107"
"045000","1","6 UNIT CONDO","1","7","6","1744","700","3","3","0","2","6","4","1997","1997","100","Y","Y","Y","2","N","1","415       W  REPUBLICAN                ST      98119","415  ","   ","W ","REPUBLICAN               ","ST  ","  ","98119"
"045780","1","6 CONDO UNITS","1","3","6","806","833","3","3","0","4","4","5","1963","2006","100","N","N","N","2","Y","1","1767      NW 58TH                      ST      98107","1767 ","   ","NW","58TH                     ","ST  ","  ","98107"
"050600","2","Flats+CML","1","4","21","716","995","3","3","0","2","5","3","2009","2012","100","Y","Y","N","2","N","3","20318        15TH                      AVE  NE 98155","20318","   ","  ","15TH                     ","AVE ","NE","98155"
"028690","10","SFR + DADU","2","1","2","1472","4329","4","3","0","4","4","3","2019","2019","100","N","N"," ","2","N","1","3603      SW 107TH                     ST      98146","3603 ","   ","SW","107TH                    ","ST  ","  ","98146"
"029050","1","Townhouses","53","2","240","1370","4835","3","4","0","4","5","3","2000","2000","100","N","Y","Y","2","N","1","5100         TALBOT                    RD   S  98055","5100 ","   ","  ","TALBOT                   ","RD  ","S ","98055"
"029305","1","Flats","3","3","114","956","0","3","3","0","4","5","4","2008","2008","100","N","N","N","2","N","1","1731         10TH                      AVE  NE 98029","1731 ","   ","  ","10TH                     ","AVE ","NE","98029"
"029310","1","FLATS & TOWNHOUSES","33","2","101","1318","1483","4","3","0","4","4","3","1995","1995","100","N","N","Y","2","N","1","9325         180TH                     AVE  NE 98052","9325 ","   ","  ","180TH                    ","AVE ","NE","98052"
"029315","1","TOWNHOUSES","4","2","10","933","3195","3","3","0","4","3","3","1990","1990","100","N","N","Y","2","Y","1","1220      NE 177TH                     PL      98155","1220 ","   ","NE","177TH                    ","PL  ","  ","98155"
"029369","1","96 Unit Condo","10","3","96","1001","2266","3","3","0","4","4","4","1991","2004","100","N","N","Y","1","Y","1","26215        116TH                     AVE  SE 98030","26215","   ","  ","116TH                    ","AVE ","SE","98030"
"029374","1","DET SFR CONDO UNITS","3","3","3","2413","7699","3","3","0","4","5","3","2020","2020","100","N","N","Y","2","N","1","16757        ASHWORTH                  AVE  N  ","16757","   ","  ","ASHWORTH                 ","AVE ","N ",""
"030010","4","23 RES UNITS + 2 COM'L UNITS","1","4","25","885","537","3","3","0","4","5","4","2002","2002","100","Y","Y","Y","2","N","1","3121      W  GOVERNMENT                WAY     98199","3121 ","   ","W ","GOVERNMENT               ","WAY ","  ","98199"
"030046","3"," Parking Garage","1","4","29","2000","1110","3","3","0","2","6","3","2010","2010","100","Y"," "," ","0"," ","1","101       N  DIVISION                  ST      ","101  ","   ","N ","DIVISION                 ","ST  ","  ",""
"030132","3"," ","0","1","9","2573","0","0","0","0","5","4","0","2006","2006","0"," "," "," ","0"," ","0","2301         E                         ST   NE 98002","2301 ","   ","  ","E                        ","ST  ","NE","98002"
"032150","1","Flats","1","5","18","1043","533","3","3","44","1","5","3","2007","2007","100","Y","Y","Y","2","N","1","3112      SW AVALON                    WAY     ","3112 ","   ","SW","AVALON                   ","WAY ","  ",""
"038000","1","108 UNIT CONDO","10","3","108","839","2716","3","3","0","4","4","5","1991","2004","100","N","N","Y","2","Y","1","19230        FOREST PARK               DR   NE 98155","19230","   ","  ","FOREST PARK              ","DR  ","NE","98155"
"038060","1","11 UNIT CONDO","1","2","11","1584","3518","3","3","0","4","5","4","1970","1997","100","N","Y","Y","2","N","1","1532      NW 195TH                     ST      98177","1532 ","   ","NW","195TH                    ","ST  ","  ","98177"
"045190","4","162 RES UNITS + 1 COM'L UNIT","1","6","163","762","244","3","4","0","2","5","3","2000","2000","100","Y","Y","Y","2","N","1","1532      NW 56TH                      ST      ","1532 ","   ","NW","56TH                     ","ST  ","  ",""
"045760","3"," ","0","0","0","0","0","0","0","0","0","0","0","2006","2006","0"," "," "," ","0"," ","0","5600         24TH                      AVE  NW 98117","5600 ","   ","  ","24TH                     ","AVE ","NW","98117"
"045770","1","9 CONDO UNITS","1","3","9","721","555","3","3","0","4","4","5","1987","2006","100","N","Y","Y","2","Y","1","1738      NW 58TH                      ST      98107","1738 ","   ","NW","58TH                     ","ST  ","  ","98107"
"045890","1","3 TOWNHOUSE UNITS","1","3","3","1135","1132","3","3","0","4","6","3","2003","2003","100","N","N","Y","2","N","1","1700      NW 58TH                      ST      98107","1700 ","   ","NW","58TH                     ","ST  ","  ","98107"
"046411","1","6 CONDO UNITS","1","3","6","726","775","3","3","0","4","4","3","2003","2003","100","N","Y","Y","2","N","1","2433      NW 59TH                      ST      98107","2433 ","   ","NW","59TH                     ","ST  ","  ","98107"
